CellType,BarID,DeviceID,CellID,X,Y
Bar2G,P6_2G,41,Bar2G_P6_2G_41,32932,33730.5
Bar2G,P6_2G,42,Bar2G_P6_2G_42,32932,33480.5
Bar2G,P6_2G,43,Bar2G_P6_2G_43,32932,33230.5
Bar2G,P6_2G,44,Bar2G_P6_2G_44,32932,32980.5
Bar2G,P6_2G,45,Bar2G_P6_2G_45,32932,32730.5
Bar2G,P6_2G,46,Bar2G_P6_2G_46,32932,32480.5
Bar2G,P6_2G,47,Bar2G_P6_2G_47,32932,32230.5
Bar2G,P6_2G,48,Bar2G_P6_2G_48,32932,31980.5
Bar2G,P6_2G,49,Bar2G_P6_2G_49,32932,31730.5
Bar2G,P6_2G,50,Bar2G_P6_2G_50,32932,31480.5
Bar2G,P6_2G,51,Bar2G_P6_2G_51,32932,31230.5
Bar2G,P6_2G,52,Bar2G_P6_2G_52,32932,30980.5
Bar2G,P6_2G,53,Bar2G_P6_2G_53,32932,30730.5
Bar2G,P6_2G,54,Bar2G_P6_2G_54,32932,30480.5
Bar2G,P6_2G,55,Bar2G_P6_2G_55,32932,30230.5
Bar2G,P6_2G,56,Bar2G_P6_2G_56,32932,29980.5
Bar2G,P6_2G,57,Bar2G_P6_2G_57,32932,29730.5
Bar2G,P6_2G,58,Bar2G_P6_2G_58,32932,29480.5
Bar2G,P6_2G,59,Bar2G_P6_2G_59,32932,29230.5
Bar2G,P6_2G,60,Bar2G_P6_2G_60,32932,28980.5
Bar2G,P6_2G,61,Bar2G_P6_2G_61,32932,28730.5
Bar2G,P6_2G,62,Bar2G_P6_2G_62,32932,28480.5
Bar2G,P6_2G,63,Bar2G_P6_2G_63,32932,28230.5
Bar2G,P6_2G,64,Bar2G_P6_2G_64,32932,27980.5
Bar2G,P6_2G,65,Bar2G_P6_2G_65,32932,27730.5
Bar2G,P6_2G,66,Bar2G_P6_2G_66,32932,27480.5
Bar2G,P6_2G,67,Bar2G_P6_2G_67,32932,27230.5
Bar2G,P6_2G,68,Bar2G_P6_2G_68,32932,26980.5
Bar2G,P6_2G,69,Bar2G_P6_2G_69,32932,26730.5
Bar2G,P6_2G,70,Bar2G_P6_2G_70,32932,26480.5
Bar2G,P6_2G,71,Bar2G_P6_2G_71,32932,26230.5
Bar2G,P6_2G,72,Bar2G_P6_2G_72,32932,25980.5
Bar2G,P6_2G,73,Bar2G_P6_2G_73,32932,25730.5
Bar2G,P6_2G,74,Bar2G_P6_2G_74,32932,25480.5
Bar2G,P6_2G,75,Bar2G_P6_2G_75,32932,25230.5
Bar2G,P6_2G,76,Bar2G_P6_2G_76,32932,24980.5
Bar2G,P6_2G,77,Bar2G_P6_2G_77,32932,24730.5
Bar2G,P6_2G,78,Bar2G_P6_2G_78,32932,24480.5
Bar2G,P6_2G,79,Bar2G_P6_2G_79,32932,24230.5
Bar2H,P6_2H,1,Bar2H_P6_2H_01,34132,43730.5
Bar2H,P6_2H,2,Bar2H_P6_2H_02,34132,43480.5
Bar2H,P6_2H,3,Bar2H_P6_2H_03,34132,43230.5
Bar2H,P6_2H,4,Bar2H_P6_2H_04,34132,42980.5
Bar2H,P6_2H,5,Bar2H_P6_2H_05,34132,42730.5
Bar2H,P6_2H,6,Bar2H_P6_2H_06,34132,42480.5
Bar2H,P6_2H,7,Bar2H_P6_2H_07,34132,42230.5
Bar2H,P6_2H,8,Bar2H_P6_2H_08,34132,41980.5
Bar2H,P6_2H,9,Bar2H_P6_2H_09,34132,41730.5
Bar2H,P6_2H,10,Bar2H_P6_2H_10,34132,41480.5
Bar2H,P6_2H,11,Bar2H_P6_2H_11,34132,41230.5
Bar2H,P6_2H,12,Bar2H_P6_2H_12,34132,40980.5
Bar2H,P6_2H,13,Bar2H_P6_2H_13,34132,40730.5
Bar2H,P6_2H,14,Bar2H_P6_2H_14,34132,40480.5
Bar2H,P6_2H,15,Bar2H_P6_2H_15,34132,40230.5
Bar2H,P6_2H,16,Bar2H_P6_2H_16,34132,39980.5
Bar2H,P6_2H,17,Bar2H_P6_2H_17,34132,39730.5
Bar2H,P6_2H,18,Bar2H_P6_2H_18,34132,39480.5
Bar2H,P6_2H,19,Bar2H_P6_2H_19,34132,39230.5
Bar2H,P6_2H,20,Bar2H_P6_2H_20,34132,38980.5
Bar2H,P6_2H,21,Bar2H_P6_2H_21,34132,38730.5
Bar2H,P6_2H,22,Bar2H_P6_2H_22,34132,38480.5
Bar2H,P6_2H,23,Bar2H_P6_2H_23,34132,38230.5
Bar2H,P6_2H,24,Bar2H_P6_2H_24,34132,37980.5
Bar2H,P6_2H,25,Bar2H_P6_2H_25,34132,37730.5
Bar2H,P6_2H,26,Bar2H_P6_2H_26,34132,37480.5
Bar2H,P6_2H,27,Bar2H_P6_2H_27,34132,37230.5
Bar2H,P6_2H,28,Bar2H_P6_2H_28,34132,36980.5
Bar2H,P6_2H,29,Bar2H_P6_2H_29,34132,36730.5
Bar2H,P6_2H,30,Bar2H_P6_2H_30,34132,36480.5
Bar2H,P6_2H,31,Bar2H_P6_2H_31,34132,36230.5
Bar2H,P6_2H,32,Bar2H_P6_2H_32,34132,35980.5
Bar2H,P6_2H,33,Bar2H_P6_2H_33,34132,35730.5
Bar2H,P6_2H,34,Bar2H_P6_2H_34,34132,35480.5
Bar2H,P6_2H,35,Bar2H_P6_2H_35,34132,35230.5
Bar2H,P6_2H,36,Bar2H_P6_2H_36,34132,34980.5
Bar2H,P6_2H,37,Bar2H_P6_2H_37,34132,34730.5
Bar2H,P6_2H,38,Bar2H_P6_2H_38,34132,34480.5
Bar2H,P6_2H,39,Bar2H_P6_2H_39,34132,34230.5
Bar2H,P6_2H,40,Bar2H_P6_2H_40,34132,33980.5
Bar2H,P6_2H,41,Bar2H_P6_2H_41,34132,33730.5
Bar2H,P6_2H,42,Bar2H_P6_2H_42,34132,33480.5
Bar2H,P6_2H,43,Bar2H_P6_2H_43,34132,33230.5
Bar2H,P6_2H,44,Bar2H_P6_2H_44,34132,32980.5
Bar2H,P6_2H,45,Bar2H_P6_2H_45,34132,32730.5
Bar2H,P6_2H,46,Bar2H_P6_2H_46,34132,32480.5
Bar2H,P6_2H,47,Bar2H_P6_2H_47,34132,32230.5
Bar2H,P6_2H,48,Bar2H_P6_2H_48,34132,31980.5
Bar2H,P6_2H,49,Bar2H_P6_2H_49,34132,31730.5
Bar2H,P6_2H,50,Bar2H_P6_2H_50,34132,31480.5
Bar2H,P6_2H,51,Bar2H_P6_2H_51,34132,31230.5
Bar2H,P6_2H,52,Bar2H_P6_2H_52,34132,30980.5
Bar2H,P6_2H,53,Bar2H_P6_2H_53,34132,30730.5
Bar2H,P6_2H,54,Bar2H_P6_2H_54,34132,30480.5
Bar2H,P6_2H,55,Bar2H_P6_2H_55,34132,30230.5
Bar2H,P6_2H,56,Bar2H_P6_2H_56,34132,29980.5
Bar2H,P6_2H,57,Bar2H_P6_2H_57,34132,29730.5
Bar2H,P6_2H,58,Bar2H_P6_2H_58,34132,29480.5
Bar2H,P6_2H,59,Bar2H_P6_2H_59,34132,29230.5
Bar2H,P6_2H,60,Bar2H_P6_2H_60,34132,28980.5
Bar2H,P6_2H,61,Bar2H_P6_2H_61,34132,28730.5
Bar2H,P6_2H,62,Bar2H_P6_2H_62,34132,28480.5
Bar2H,P6_2H,63,Bar2H_P6_2H_63,34132,28230.5
Bar2H,P6_2H,64,Bar2H_P6_2H_64,34132,27980.5
Bar2H,P6_2H,65,Bar2H_P6_2H_65,34132,27730.5
Bar2H,P6_2H,66,Bar2H_P6_2H_66,34132,27480.5
Bar2H,P6_2H,67,Bar2H_P6_2H_67,34132,27230.5
Bar2H,P6_2H,68,Bar2H_P6_2H_68,34132,26980.5
Bar2H,P6_2H,69,Bar2H_P6_2H_69,34132,26730.5
Bar2H,P6_2H,70,Bar2H_P6_2H_70,34132,26480.5
Bar2H,P6_2H,71,Bar2H_P6_2H_71,34132,26230.5
Bar2H,P6_2H,72,Bar2H_P6_2H_72,34132,25980.5
Bar2H,P6_2H,73,Bar2H_P6_2H_73,34132,25730.5
Bar2H,P6_2H,74,Bar2H_P6_2H_74,34132,25480.5
Bar2H,P6_2H,75,Bar2H_P6_2H_75,34132,25230.5
Bar2H,P6_2H,76,Bar2H_P6_2H_76,34132,24980.5
Bar2H,P6_2H,77,Bar2H_P6_2H_77,34132,24730.5
Bar2H,P6_2H,78,Bar2H_P6_2H_78,34132,24480.5
Bar2H,P6_2H,79,Bar2H_P6_2H_79,34132,24230.5
Bar2I,P6_2I,1,Bar2I_P6_2I_01,35332,43730.5
Bar2I,P6_2I,2,Bar2I_P6_2I_02,35332,43480.5
Bar2I,P6_2I,3,Bar2I_P6_2I_03,35332,43230.5
Bar2I,P6_2I,4,Bar2I_P6_2I_04,35332,42980.5
Bar2I,P6_2I,5,Bar2I_P6_2I_05,35332,42730.5
Bar2I,P6_2I,6,Bar2I_P6_2I_06,35332,42480.5
Bar2I,P6_2I,7,Bar2I_P6_2I_07,35332,42230.5
Bar2I,P6_2I,8,Bar2I_P6_2I_08,35332,41980.5
Bar2I,P6_2I,9,Bar2I_P6_2I_09,35332,41730.5
Bar2I,P6_2I,10,Bar2I_P6_2I_10,35332,41480.5
Bar2I,P6_2I,11,Bar2I_P6_2I_11,35332,41230.5
Bar2I,P6_2I,12,Bar2I_P6_2I_12,35332,40980.5
Bar2I,P6_2I,13,Bar2I_P6_2I_13,35332,40730.5
Bar2I,P6_2I,14,Bar2I_P6_2I_14,35332,40480.5
Bar2I,P6_2I,15,Bar2I_P6_2I_15,35332,40230.5
Bar2I,P6_2I,16,Bar2I_P6_2I_16,35332,39980.5
Bar2I,P6_2I,17,Bar2I_P6_2I_17,35332,39730.5
Bar2I,P6_2I,18,Bar2I_P6_2I_18,35332,39480.5
Bar2I,P6_2I,19,Bar2I_P6_2I_19,35332,39230.5
Bar2I,P6_2I,20,Bar2I_P6_2I_20,35332,38980.5
Bar2I,P6_2I,21,Bar2I_P6_2I_21,35332,38730.5
Bar2I,P6_2I,22,Bar2I_P6_2I_22,35332,38480.5
Bar2I,P6_2I,23,Bar2I_P6_2I_23,35332,38230.5
Bar2I,P6_2I,24,Bar2I_P6_2I_24,35332,37980.5
Bar2I,P6_2I,25,Bar2I_P6_2I_25,35332,37730.5
Bar2I,P6_2I,26,Bar2I_P6_2I_26,35332,37480.5
Bar2I,P6_2I,27,Bar2I_P6_2I_27,35332,37230.5
Bar2I,P6_2I,28,Bar2I_P6_2I_28,35332,36980.5
Bar2I,P6_2I,29,Bar2I_P6_2I_29,35332,36730.5
Bar2I,P6_2I,30,Bar2I_P6_2I_30,35332,36480.5
Bar2I,P6_2I,31,Bar2I_P6_2I_31,35332,36230.5
Bar2I,P6_2I,32,Bar2I_P6_2I_32,35332,35980.5
Bar2I,P6_2I,33,Bar2I_P6_2I_33,35332,35730.5
Bar2I,P6_2I,34,Bar2I_P6_2I_34,35332,35480.5
Bar2I,P6_2I,35,Bar2I_P6_2I_35,35332,35230.5
Bar2I,P6_2I,36,Bar2I_P6_2I_36,35332,34980.5
Bar2I,P6_2I,37,Bar2I_P6_2I_37,35332,34730.5
Bar2I,P6_2I,38,Bar2I_P6_2I_38,35332,34480.5
Bar2I,P6_2I,39,Bar2I_P6_2I_39,35332,34230.5
Bar2I,P6_2I,40,Bar2I_P6_2I_40,35332,33980.5
Bar2I,P6_2I,41,Bar2I_P6_2I_41,35332,33730.5
Bar2I,P6_2I,42,Bar2I_P6_2I_42,35332,33480.5
Bar2I,P6_2I,43,Bar2I_P6_2I_43,35332,33230.5
Bar2I,P6_2I,44,Bar2I_P6_2I_44,35332,32980.5
Bar2I,P6_2I,45,Bar2I_P6_2I_45,35332,32730.5
Bar2I,P6_2I,46,Bar2I_P6_2I_46,35332,32480.5
Bar2I,P6_2I,47,Bar2I_P6_2I_47,35332,32230.5
Bar2I,P6_2I,48,Bar2I_P6_2I_48,35332,31980.5
Bar2I,P6_2I,49,Bar2I_P6_2I_49,35332,31730.5
Bar2I,P6_2I,50,Bar2I_P6_2I_50,35332,31480.5
Bar2I,P6_2I,51,Bar2I_P6_2I_51,35332,31230.5
Bar2I,P6_2I,52,Bar2I_P6_2I_52,35332,30980.5
Bar2I,P6_2I,53,Bar2I_P6_2I_53,35332,30730.5
Bar2I,P6_2I,54,Bar2I_P6_2I_54,35332,30480.5
Bar2I,P6_2I,55,Bar2I_P6_2I_55,35332,30230.5
Bar2I,P6_2I,56,Bar2I_P6_2I_56,35332,29980.5
Bar2I,P6_2I,57,Bar2I_P6_2I_57,35332,29730.5
Bar2I,P6_2I,58,Bar2I_P6_2I_58,35332,29480.5
Bar2I,P6_2I,59,Bar2I_P6_2I_59,35332,29230.5
Bar2I,P6_2I,60,Bar2I_P6_2I_60,35332,28980.5
Bar2I,P6_2I,61,Bar2I_P6_2I_61,35332,28730.5
Bar2I,P6_2I,62,Bar2I_P6_2I_62,35332,28480.5
Bar2I,P6_2I,63,Bar2I_P6_2I_63,35332,28230.5
Bar2I,P6_2I,64,Bar2I_P6_2I_64,35332,27980.5
Bar2I,P6_2I,65,Bar2I_P6_2I_65,35332,27730.5
Bar2I,P6_2I,66,Bar2I_P6_2I_66,35332,27480.5
Bar2I,P6_2I,67,Bar2I_P6_2I_67,35332,27230.5
Bar2I,P6_2I,68,Bar2I_P6_2I_68,35332,26980.5
Bar2I,P6_2I,69,Bar2I_P6_2I_69,35332,26730.5
Bar2I,P6_2I,70,Bar2I_P6_2I_70,35332,26480.5
Bar2I,P6_2I,71,Bar2I_P6_2I_71,35332,26230.5
Bar2I,P6_2I,72,Bar2I_P6_2I_72,35332,25980.5
Bar2I,P6_2I,73,Bar2I_P6_2I_73,35332,25730.5
Bar2I,P6_2I,74,Bar2I_P6_2I_74,35332,25480.5
Bar2I,P6_2I,75,Bar2I_P6_2I_75,35332,25230.5
Bar2I,P6_2I,76,Bar2I_P6_2I_76,35332,24980.5
Bar1A,S6_1A,1,Bar1A_S6_1A_01,37532,40730.5
Bar1A,S6_1A,2,Bar1A_S6_1A_02,37532,40480.5
Bar1A,S6_1A,3,Bar1A_S6_1A_03,37532,40230.5
Bar1A,S6_1A,4,Bar1A_S6_1A_04,37532,39980.5
Bar1A,S6_1A,5,Bar1A_S6_1A_05,37532,39730.5
Bar1A,S6_1A,6,Bar1A_S6_1A_06,37532,39480.5
Bar1A,S6_1A,7,Bar1A_S6_1A_07,37532,39230.5
Bar1A,S6_1A,8,Bar1A_S6_1A_08,37532,38980.5
Bar1A,S6_1A,9,Bar1A_S6_1A_09,37532,38730.5
Bar1A,S6_1A,10,Bar1A_S6_1A_10,37532,38480.5
Bar1A,S6_1A,11,Bar1A_S6_1A_11,37532,38230.5
Bar1A,S6_1A,12,Bar1A_S6_1A_12,37532,37980.5
Bar1A,S6_1A,13,Bar1A_S6_1A_13,37532,37730.5
Bar1A,S6_1A,14,Bar1A_S6_1A_14,37532,37480.5
Bar1A,S6_1A,15,Bar1A_S6_1A_15,37532,37230.5
Bar1A,S6_1A,16,Bar1A_S6_1A_16,37532,36980.5
Bar1A,S6_1A,17,Bar1A_S6_1A_17,37532,36730.5
Bar1A,S6_1A,18,Bar1A_S6_1A_18,37532,36480.5
Bar1A,S6_1A,19,Bar1A_S6_1A_19,37532,36230.5
Bar1A,S6_1A,20,Bar1A_S6_1A_20,37532,35980.5
Bar1A,S6_1A,21,Bar1A_S6_1A_21,37532,35730.5
Bar1A,S6_1A,22,Bar1A_S6_1A_22,37532,35480.5
Bar1A,S6_1A,23,Bar1A_S6_1A_23,37532,35230.5
Bar1A,S6_1A,24,Bar1A_S6_1A_24,37532,34980.5
Bar1A,S6_1A,25,Bar1A_S6_1A_25,37532,34730.5
Bar1A,S6_1A,26,Bar1A_S6_1A_26,37532,34480.5
Bar1A,S6_1A,27,Bar1A_S6_1A_27,37532,34230.5
Bar1A,S6_1A,28,Bar1A_S6_1A_28,37532,33980.5
Bar1A,S6_1A,29,Bar1A_S6_1A_29,37532,33730.5
Bar1A,S6_1A,30,Bar1A_S6_1A_30,37532,33480.5
Bar1A,S6_1A,31,Bar1A_S6_1A_31,37532,33230.5
Bar1A,S6_1A,32,Bar1A_S6_1A_32,37532,32980.5
Bar1A,S6_1A,33,Bar1A_S6_1A_33,37532,32730.5
Bar1A,S6_1A,34,Bar1A_S6_1A_34,37532,32480.5
Bar1A,S6_1A,35,Bar1A_S6_1A_35,37532,32230.5
Bar1A,S6_1A,36,Bar1A_S6_1A_36,37532,31980.5
Bar1A,S6_1A,37,Bar1A_S6_1A_37,37532,31730.5
Bar1A,S6_1A,38,Bar1A_S6_1A_38,37532,31480.5
Bar1A,S6_1A,39,Bar1A_S6_1A_39,37532,31230.5
Bar1A,S6_1A,40,Bar1A_S6_1A_40,37532,30980.5
Bar1A,S6_1A,41,Bar1A_S6_1A_41,37532,30730.5
Bar1A,S6_1A,42,Bar1A_S6_1A_42,37532,30480.5
Bar1A,S6_1A,43,Bar1A_S6_1A_43,37532,30230.5
Bar1A,S6_1A,44,Bar1A_S6_1A_44,37532,29980.5
Bar1A,S6_1A,45,Bar1A_S6_1A_45,37532,29730.5
Bar1A,S6_1A,46,Bar1A_S6_1A_46,37532,29480.5
Bar1A,S6_1A,47,Bar1A_S6_1A_47,37532,29230.5
Bar1A,S6_1A,48,Bar1A_S6_1A_48,37532,28980.5
Bar1A,S6_1A,49,Bar1A_S6_1A_49,37532,28730.5
Bar1A,S6_1A,50,Bar1A_S6_1A_50,37532,28480.5
Bar1A,S6_1A,51,Bar1A_S6_1A_51,37532,28230.5
Bar1A,S6_1A,52,Bar1A_S6_1A_52,37532,27980.5
Bar1A,S6_1A,53,Bar1A_S6_1A_53,37532,27730.5
Bar1A,S6_1A,54,Bar1A_S6_1A_54,37532,27480.5
Bar1A,S6_1A,55,Bar1A_S6_1A_55,37532,27230.5
Bar1A,S6_1A,56,Bar1A_S6_1A_56,37532,26980.5
Bar1A,S6_1A,57,Bar1A_S6_1A_57,37532,26730.5
Bar1A,S6_1A,58,Bar1A_S6_1A_58,37532,26480.5
Bar1A,S6_1A,59,Bar1A_S6_1A_59,37532,26230.5
Bar1A,S6_1A,60,Bar1A_S6_1A_60,37532,25980.5
Bar1A,S6_1A,61,Bar1A_S6_1A_61,37532,25730.5
Bar1A,S6_1A,62,Bar1A_S6_1A_62,37532,25480.5
Bar1A,S6_1A,63,Bar1A_S6_1A_63,37532,25230.5
Bar1A,S6_1A,64,Bar1A_S6_1A_64,37532,24980.5
Bar1A,S6_1A,65,Bar1A_S6_1A_65,37532,24730.5
Bar1A,S6_1A,66,Bar1A_S6_1A_66,37532,24480.5
Bar1A,S6_1A,67,Bar1A_S6_1A_67,37532,24230.5
Bar1B,S6_1B,1,Bar1B_S6_1B_01,38332,40730.5
Bar1B,S6_1B,2,Bar1B_S6_1B_02,38332,40480.5
Bar1B,S6_1B,3,Bar1B_S6_1B_03,38332,40230.5
Bar1B,S6_1B,4,Bar1B_S6_1B_04,38332,39980.5
Bar1B,S6_1B,5,Bar1B_S6_1B_05,38332,39730.5
Bar1B,S6_1B,6,Bar1B_S6_1B_06,38332,39480.5
Bar1B,S6_1B,7,Bar1B_S6_1B_07,38332,39230.5
Bar1B,S6_1B,8,Bar1B_S6_1B_08,38332,38980.5
Bar1B,S6_1B,9,Bar1B_S6_1B_09,38332,38730.5
Bar1B,S6_1B,10,Bar1B_S6_1B_10,38332,38480.5
Bar1B,S6_1B,11,Bar1B_S6_1B_11,38332,38230.5
Bar1B,S6_1B,12,Bar1B_S6_1B_12,38332,37980.5
Bar1B,S6_1B,13,Bar1B_S6_1B_13,38332,37730.5
Bar1B,S6_1B,14,Bar1B_S6_1B_14,38332,37480.5
Bar1B,S6_1B,15,Bar1B_S6_1B_15,38332,37230.5
Bar1B,S6_1B,16,Bar1B_S6_1B_16,38332,36980.5
Bar1B,S6_1B,17,Bar1B_S6_1B_17,38332,36730.5
Bar1B,S6_1B,18,Bar1B_S6_1B_18,38332,36480.5
Bar1B,S6_1B,19,Bar1B_S6_1B_19,38332,36230.5
Bar1B,S6_1B,20,Bar1B_S6_1B_20,38332,35980.5
Bar1B,S6_1B,21,Bar1B_S6_1B_21,38332,35730.5
Bar1B,S6_1B,22,Bar1B_S6_1B_22,38332,35480.5
Bar1B,S6_1B,23,Bar1B_S6_1B_23,38332,35230.5
Bar1B,S6_1B,24,Bar1B_S6_1B_24,38332,34980.5
Bar1B,S6_1B,25,Bar1B_S6_1B_25,38332,34730.5
Bar1B,S6_1B,26,Bar1B_S6_1B_26,38332,34480.5
Bar1B,S6_1B,27,Bar1B_S6_1B_27,38332,34230.5
Bar1B,S6_1B,28,Bar1B_S6_1B_28,38332,33980.5
Bar1B,S6_1B,29,Bar1B_S6_1B_29,38332,33730.5
Bar1B,S6_1B,30,Bar1B_S6_1B_30,38332,33480.5
Bar1B,S6_1B,31,Bar1B_S6_1B_31,38332,33230.5
Bar1B,S6_1B,32,Bar1B_S6_1B_32,38332,32980.5
Bar1B,S6_1B,33,Bar1B_S6_1B_33,38332,32730.5
Bar1B,S6_1B,34,Bar1B_S6_1B_34,38332,32480.5
Bar1B,S6_1B,35,Bar1B_S6_1B_35,38332,32230.5
Bar1B,S6_1B,36,Bar1B_S6_1B_36,38332,31980.5
Bar1B,S6_1B,37,Bar1B_S6_1B_37,38332,31730.5
Bar1B,S6_1B,38,Bar1B_S6_1B_38,38332,31480.5
Bar1B,S6_1B,39,Bar1B_S6_1B_39,38332,31230.5
Bar1B,S6_1B,40,Bar1B_S6_1B_40,38332,30980.5
Bar1B,S6_1B,41,Bar1B_S6_1B_41,38332,30730.5
Bar1B,S6_1B,42,Bar1B_S6_1B_42,38332,30480.5
Bar1B,S6_1B,43,Bar1B_S6_1B_43,38332,30230.5
Bar1B,S6_1B,44,Bar1B_S6_1B_44,38332,29980.5
Bar1B,S6_1B,45,Bar1B_S6_1B_45,38332,29730.5
Bar1B,S6_1B,46,Bar1B_S6_1B_46,38332,29480.5
Bar1B,S6_1B,47,Bar1B_S6_1B_47,38332,29230.5
Bar1B,S6_1B,48,Bar1B_S6_1B_48,38332,28980.5
Bar1B,S6_1B,49,Bar1B_S6_1B_49,38332,28730.5
Bar1B,S6_1B,50,Bar1B_S6_1B_50,38332,28480.5
Bar1B,S6_1B,51,Bar1B_S6_1B_51,38332,28230.5
Bar1B,S6_1B,52,Bar1B_S6_1B_52,38332,27980.5
Bar1B,S6_1B,53,Bar1B_S6_1B_53,38332,27730.5
Bar1B,S6_1B,54,Bar1B_S6_1B_54,38332,27480.5
Bar1B,S6_1B,55,Bar1B_S6_1B_55,38332,27230.5
Bar1B,S6_1B,56,Bar1B_S6_1B_56,38332,26980.5
Bar1B,S6_1B,57,Bar1B_S6_1B_57,38332,26730.5
Bar1B,S6_1B,58,Bar1B_S6_1B_58,38332,26480.5
Bar1B,S6_1B,59,Bar1B_S6_1B_59,38332,26230.5
Bar1B,S6_1B,60,Bar1B_S6_1B_60,38332,25980.5
Bar1B,S6_1B,61,Bar1B_S6_1B_61,38332,25730.5
Bar1B,S6_1B,62,Bar1B_S6_1B_62,38332,25480.5
Bar1B,S6_1B,63,Bar1B_S6_1B_63,38332,25230.5
Bar1B,S6_1B,64,Bar1B_S6_1B_64,38332,24980.5
Bar1B,S6_1B,65,Bar1B_S6_1B_65,38332,24730.5
Bar1B,S6_1B,66,Bar1B_S6_1B_66,38332,24480.5
Bar1B,S6_1B,67,Bar1B_S6_1B_67,38332,24230.5
Bar1C,S6_1C,1,Bar1C_S6_1C_01,39132,40730.5
Bar1C,S6_1C,2,Bar1C_S6_1C_02,39132,40480.5
Bar1C,S6_1C,3,Bar1C_S6_1C_03,39132,40230.5
Bar1C,S6_1C,4,Bar1C_S6_1C_04,39132,39980.5
Bar1C,S6_1C,5,Bar1C_S6_1C_05,39132,39730.5
Bar1C,S6_1C,6,Bar1C_S6_1C_06,39132,39480.5
Bar1C,S6_1C,7,Bar1C_S6_1C_07,39132,39230.5
Bar1C,S6_1C,8,Bar1C_S6_1C_08,39132,38980.5
Bar1C,S6_1C,9,Bar1C_S6_1C_09,39132,38730.5
Bar1C,S6_1C,10,Bar1C_S6_1C_10,39132,38480.5
Bar1C,S6_1C,11,Bar1C_S6_1C_11,39132,38230.5
Bar1C,S6_1C,12,Bar1C_S6_1C_12,39132,37980.5
Bar1C,S6_1C,13,Bar1C_S6_1C_13,39132,37730.5
Bar1C,S6_1C,14,Bar1C_S6_1C_14,39132,37480.5
Bar1C,S6_1C,15,Bar1C_S6_1C_15,39132,37230.5
Bar1C,S6_1C,16,Bar1C_S6_1C_16,39132,36980.5
Bar1C,S6_1C,17,Bar1C_S6_1C_17,39132,36730.5
Bar1C,S6_1C,18,Bar1C_S6_1C_18,39132,36480.5
Bar1C,S6_1C,19,Bar1C_S6_1C_19,39132,36230.5
Bar1C,S6_1C,20,Bar1C_S6_1C_20,39132,35980.5
Bar1C,S6_1C,21,Bar1C_S6_1C_21,39132,35730.5
Bar1C,S6_1C,22,Bar1C_S6_1C_22,39132,35480.5
Bar1C,S6_1C,23,Bar1C_S6_1C_23,39132,35230.5
Bar1C,S6_1C,24,Bar1C_S6_1C_24,39132,34980.5
Bar1C,S6_1C,25,Bar1C_S6_1C_25,39132,34730.5
Bar1C,S6_1C,26,Bar1C_S6_1C_26,39132,34480.5
Bar1C,S6_1C,27,Bar1C_S6_1C_27,39132,34230.5
Bar1C,S6_1C,28,Bar1C_S6_1C_28,39132,33980.5
Bar1C,S6_1C,29,Bar1C_S6_1C_29,39132,33730.5
Bar1C,S6_1C,30,Bar1C_S6_1C_30,39132,33480.5
Bar1C,S6_1C,31,Bar1C_S6_1C_31,39132,33230.5
Bar1C,S6_1C,32,Bar1C_S6_1C_32,39132,32980.5
Bar1C,S6_1C,33,Bar1C_S6_1C_33,39132,32730.5
Bar1C,S6_1C,34,Bar1C_S6_1C_34,39132,32480.5
Bar1C,S6_1C,35,Bar1C_S6_1C_35,39132,32230.5
Bar1C,S6_1C,36,Bar1C_S6_1C_36,39132,31980.5
Bar1C,S6_1C,37,Bar1C_S6_1C_37,39132,31730.5
Bar1C,S6_1C,38,Bar1C_S6_1C_38,39132,31480.5
Bar1C,S6_1C,39,Bar1C_S6_1C_39,39132,31230.5
Bar1C,S6_1C,40,Bar1C_S6_1C_40,39132,30980.5
Bar1C,S6_1C,41,Bar1C_S6_1C_41,39132,30730.5
Bar1C,S6_1C,42,Bar1C_S6_1C_42,39132,30480.5
Bar1C,S6_1C,43,Bar1C_S6_1C_43,39132,30230.5
Bar1C,S6_1C,44,Bar1C_S6_1C_44,39132,29980.5
Bar1C,S6_1C,45,Bar1C_S6_1C_45,39132,29730.5
Bar1C,S6_1C,46,Bar1C_S6_1C_46,39132,29480.5
Bar1C,S6_1C,47,Bar1C_S6_1C_47,39132,29230.5
Bar1C,S6_1C,48,Bar1C_S6_1C_48,39132,28980.5
Bar1C,S6_1C,49,Bar1C_S6_1C_49,39132,28730.5
Bar1C,S6_1C,50,Bar1C_S6_1C_50,39132,28480.5
Bar1C,S6_1C,51,Bar1C_S6_1C_51,39132,28230.5
Bar1C,S6_1C,52,Bar1C_S6_1C_52,39132,27980.5
Bar1C,S6_1C,53,Bar1C_S6_1C_53,39132,27730.5
Bar1C,S6_1C,54,Bar1C_S6_1C_54,39132,27480.5
Bar1C,S6_1C,55,Bar1C_S6_1C_55,39132,27230.5
Bar1C,S6_1C,56,Bar1C_S6_1C_56,39132,26980.5
Bar1C,S6_1C,57,Bar1C_S6_1C_57,39132,26730.5
Bar1C,S6_1C,58,Bar1C_S6_1C_58,39132,26480.5
Bar1C,S6_1C,59,Bar1C_S6_1C_59,39132,26230.5
Bar1C,S6_1C,60,Bar1C_S6_1C_60,39132,25980.5
