,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,job,start_index1,end_index1,start_index2,end_index2,start_index3,end_index3,start_index4,end_index4,start_index5,end_index5,start_index6,end_index6,start_index7,end_index7,Z
0,1009.0,105645.0,1009,105645,1009,110109,1009,99809,1008,117259,0,121271,0,125279,C:/Users/HP/Smart Photonics/Engineering - Test & Measurement/Internal Projects/Job generation/PM-SUB-105601-DFB/26B76/PM-SUB-105601-DFB_26B76_R1306-035FE-03_20deg_v1_JOB.yaml,Bar2G_M21_2G_01,Bar2G_M21_2G_79,Bar2G_M21_2G_01,Bar2G_M21_2G_79,T3 R30_DBR9,T3 R30_DBR1,nan,nan,nan,nan,nan,nan,nan,nan,9237
